"","sample","sample_perc","args","read_count","p.adj","lab","sample_type","experiment"
"472","C141","WW30","phenicol",0.000834314774047,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"473","C141","WW30","pleuromutilin",0.000116490158046,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"474","C141","WW30","polymyxin_peptide_polymyxin",0,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"475","C141","WW30","rifamycin",0.0470129753629,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"476","C141","WW30","sulfonamide",0.0012669848285,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"477","C141","WW30","tetracenomycin_c",3.50769620882e-05,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
"478","C141","WW30","tetracycline",0.0127808786116,2.948e-08,"Kruskal-Wallis: ****","Biofilm",2
"479","C141","WW30","triclosan",0.00050897981918,3.2e-07,"Kruskal-Wallis: ****","Biofilm",2
"480","C141","WW30","unclassified",0.0211869154934,1.29e-05,"Kruskal-Wallis: ****","Biofilm",2
"481","C142","WW80","aminoglycoside",0.0252508388078,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"482","C142","WW80","aminoglycoside_aminocoumarin",0.000107709308822,0.0142285714285714,"Kruskal-Wallis: *","Biofilm",2
"483","C142","WW80","antibacterial_free_fatty_acids",0,0.00014375,"Kruskal-Wallis: ***","Biofilm",2
"484","C142","WW80","beta_lactam",0.0586791811097,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"485","C142","WW80","diaminopyrimidine",0.00252426431445,0.01232,"Kruskal-Wallis: *","Biofilm",2
"486","C142","WW80","fluoroquinolone",0.0051053369256,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"487","C142","WW80","fosfomycin",0.000555148354869,0.00507368421052632,"Kruskal-Wallis: **","Biofilm",2
"488","C142","WW80","fosmidomycin",0.0109251390878,0.0185454545454545,"Kruskal-Wallis: *","Biofilm",2
"489","C142","WW80","glycopeptide",0.0030833295653,3.264e-07,"Kruskal-Wallis: ****","Biofilm",2
"490","C142","WW80","mls",0.0251524908475,0.000416470588235294,"Kruskal-Wallis: ***","Biofilm",2
"491","C142","WW80","multidrug",0.771270693577,4.57333333333333e-07,"Kruskal-Wallis: ****","Biofilm",2
"492","C142","WW80","nitroimidazole",0.00198753285583,0.000100923076923077,"Kruskal-Wallis: ***","Biofilm",2
"493","C142","WW80","nucleoside",0.000123676266663,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"494","C142","WW80","oxazolidinone",0,0.00100666666666667,"Kruskal-Wallis: **","Biofilm",2
"495","C142","WW80","peptide",0.0199176164914,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"496","C142","WW80","phenicol",0.000670117197338,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"497","C142","WW80","pleuromutilin",0.000189904144027,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"498","C142","WW80","polymyxin_peptide_polymyxin",0,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"499","C142","WW80","rifamycin",0.0433940964056,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"500","C142","WW80","sulfonamide",0.000782700330716,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"501","C142","WW80","tetracenomycin_c",0,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
"502","C142","WW80","tetracycline",0.0103501008688,2.948e-08,"Kruskal-Wallis: ****","Biofilm",2
"503","C142","WW80","triclosan",0.000204245452829,3.2e-07,"Kruskal-Wallis: ****","Biofilm",2
"504","C142","WW80","unclassified",0.0181189524411,1.29e-05,"Kruskal-Wallis: ****","Biofilm",2
"505","C143","WW80UF","aminoglycoside",0.0270464645678,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"506","C143","WW80UF","aminoglycoside_aminocoumarin",7.12041087157e-05,0.0142285714285714,"Kruskal-Wallis: *","Biofilm",2
"507","C143","WW80UF","antibacterial_free_fatty_acids",0.000169480612933,0.00014375,"Kruskal-Wallis: ***","Biofilm",2
"508","C143","WW80UF","beta_lactam",0.00417183047219,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"509","C143","WW80UF","diaminopyrimidine",0.0020859152361,0.01232,"Kruskal-Wallis: *","Biofilm",2
"510","C143","WW80UF","fluoroquinolone",0.00254718416306,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"511","C143","WW80UF","fosfomycin",0,0.00507368421052632,"Kruskal-Wallis: **","Biofilm",2
"512","C143","WW80UF","fosmidomycin",0.018095569053,0.0185454545454545,"Kruskal-Wallis: *","Biofilm",2
"513","C143","WW80UF","glycopeptide",0.000800767459763,3.264e-07,"Kruskal-Wallis: ****","Biofilm",2
"514","C143","WW80UF","mls",0.0378975185212,0.000416470588235294,"Kruskal-Wallis: ***","Biofilm",2
"515","C143","WW80UF","multidrug",0.677351569667,4.57333333333333e-07,"Kruskal-Wallis: ****","Biofilm",2
"516","C143","WW80UF","nitroimidazole",0.00273964537194,0.000100923076923077,"Kruskal-Wallis: ***","Biofilm",2
"517","C143","WW80UF","nucleoside",0,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"518","C143","WW80UF","oxazolidinone",0,0.00100666666666667,"Kruskal-Wallis: **","Biofilm",2
"519","C143","WW80UF","peptide",0.00805120272571,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"520","C143","WW80UF","phenicol",0.00232919882363,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"521","C143","WW80UF","pleuromutilin",0.000150649433718,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"522","C143","WW80UF","polymyxin_peptide_polymyxin",0.00221195241048,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"523","C143","WW80UF","rifamycin",0.00656514374308,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"524","C143","WW80UF","sulfonamide",0.00379444934114,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"525","C143","WW80UF","tetracenomycin_c",0,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
"526","C143","WW80UF","tetracycline",0.0024663780151,2.948e-08,"Kruskal-Wallis: ****","Biofilm",2
"527","C143","WW80UF","triclosan",0.0005400875964,3.2e-07,"Kruskal-Wallis: ****","Biofilm",2
"528","C143","WW80UF","unclassified",0.0163699556443,1.29e-05,"Kruskal-Wallis: ****","Biofilm",2
"529","C144","WW00","aminoglycoside",0.0245413455271,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"530","C144","WW00","aminoglycoside_aminocoumarin",0,0.0142285714285714,"Kruskal-Wallis: *","Biofilm",2
"531","C144","WW00","antibacterial_free_fatty_acids",0,0.00014375,"Kruskal-Wallis: ***","Biofilm",2
"532","C144","WW00","beta_lactam",0.00431839550756,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"533","C144","WW00","diaminopyrimidine",0.00286706661445,0.01232,"Kruskal-Wallis: *","Biofilm",2
"534","C144","WW00","fluoroquinolone",0.00227569905836,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"535","C144","WW00","fosfomycin",0.000958419411116,0.00507368421052632,"Kruskal-Wallis: **","Biofilm",2
"536","C144","WW00","fosmidomycin",0.0159269046855,0.0185454545454545,"Kruskal-Wallis: *","Biofilm",2
"537","C144","WW00","glycopeptide",0.00215126206373,3.264e-07,"Kruskal-Wallis: ****","Biofilm",2
"538","C144","WW00","mls",0.0182921633562,0.000416470588235294,"Kruskal-Wallis: ***","Biofilm",2
"539","C144","WW00","multidrug",0.732490250519,4.57333333333333e-07,"Kruskal-Wallis: ****","Biofilm",2
"540","C144","WW00","nitroimidazole",0.00326609134945,0.000100923076923077,"Kruskal-Wallis: ***","Biofilm",2
"541","C144","WW00","nucleoside",0,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"542","C144","WW00","oxazolidinone",0,0.00100666666666667,"Kruskal-Wallis: **","Biofilm",2
"543","C144","WW00","peptide",0.00486510279988,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"544","C144","WW00","phenicol",0.000329561762419,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"545","C144","WW00","pleuromutilin",0.000103532961077,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"546","C144","WW00","polymyxin_peptide_polymyxin",0.000304030326789,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"547","C144","WW00","rifamycin",0.0150578338591,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"548","C144","WW00","sulfonamide",0.00110630273604,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"549","C144","WW00","tetracenomycin_c",0,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
"550","C144","WW00","tetracycline",0.00284323280885,2.948e-08,"Kruskal-Wallis: ****","Biofilm",2
"551","C144","WW00","triclosan",0.000835137246201,3.2e-07,"Kruskal-Wallis: ****","Biofilm",2
"552","C144","WW00","unclassified",0.0216771343291,1.29e-05,"Kruskal-Wallis: ****","Biofilm",2
"553","C145","WW30UF","aminoglycoside",0.0235473653218,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"554","C145","WW30UF","aminoglycoside_aminocoumarin",9.39053062695e-05,0.0142285714285714,"Kruskal-Wallis: *","Biofilm",2
"555","C145","WW30UF","antibacterial_free_fatty_acids",5.58785481317e-05,0.00014375,"Kruskal-Wallis: ***","Biofilm",2
"556","C145","WW30UF","beta_lactam",0.00220075512642,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"557","C145","WW30UF","diaminopyrimidine",0.00170088848947,0.01232,"Kruskal-Wallis: *","Biofilm",2
"558","C145","WW30UF","fluoroquinolone",0.00176361883418,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"559","C145","WW30UF","fosfomycin",0.000322667105001,0.00507368421052632,"Kruskal-Wallis: **","Biofilm",2
"560","C145","WW30UF","fosmidomycin",0.017270560047,0.0185454545454545,"Kruskal-Wallis: *","Biofilm",2
"561","C145","WW30UF","glycopeptide",0.00345621946028,3.264e-07,"Kruskal-Wallis: ****","Biofilm",2
"562","C145","WW30UF","mls",0.0314225795157,0.000416470588235294,"Kruskal-Wallis: ***","Biofilm",2
"563","C145","WW30UF","multidrug",0.783664286809,4.57333333333333e-07,"Kruskal-Wallis: ****","Biofilm",2
"564","C145","WW30UF","nitroimidazole",0.00320754387626,0.000100923076923077,"Kruskal-Wallis: ***","Biofilm",2
"565","C145","WW30UF","nucleoside",0,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"566","C145","WW30UF","oxazolidinone",3.27593320345e-05,0.00100666666666667,"Kruskal-Wallis: **","Biofilm",2
"567","C145","WW30UF","peptide",0.00427578155503,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"568","C145","WW30UF","phenicol",0.000406560552302,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"569","C145","WW30UF","pleuromutilin",0.000231792495954,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"570","C145","WW30UF","polymyxin_peptide_polymyxin",0,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"571","C145","WW30UF","rifamycin",0.0156224656671,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"572","C145","WW30UF","sulfonamide",0.00151642137686,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"573","C145","WW30UF","tetracenomycin_c",7.97671467754e-05,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
"574","C145","WW30UF","tetracycline",0.00393472417162,2.948e-08,"Kruskal-Wallis: ****","Biofilm",2
"575","C145","WW30UF","triclosan",0.00102389903963,3.2e-07,"Kruskal-Wallis: ****","Biofilm",2
"576","C145","WW30UF","unclassified",0.021325722222,1.29e-05,"Kruskal-Wallis: ****","Biofilm",2
"577","C146","WW30","aminoglycoside",0.019316387044,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"578","C146","WW30","aminoglycoside_aminocoumarin",0,0.0142285714285714,"Kruskal-Wallis: *","Biofilm",2
"579","C146","WW30","antibacterial_free_fatty_acids",0,0.00014375,"Kruskal-Wallis: ***","Biofilm",2
"580","C146","WW30","beta_lactam",0.0317857255544,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"581","C146","WW30","diaminopyrimidine",0.0019477646782,0.01232,"Kruskal-Wallis: *","Biofilm",2
"582","C146","WW30","fluoroquinolone",0.00371161615537,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"583","C146","WW30","fosfomycin",0.00120087747077,0.00507368421052632,"Kruskal-Wallis: **","Biofilm",2
"584","C146","WW30","fosmidomycin",0.0113944233675,0.0185454545454545,"Kruskal-Wallis: *","Biofilm",2
"585","C146","WW30","glycopeptide",0.00312644554051,3.264e-07,"Kruskal-Wallis: ****","Biofilm",2
"586","C146","WW30","mls",0.0261573073624,0.000416470588235294,"Kruskal-Wallis: ***","Biofilm",2
"587","C146","WW30","multidrug",0.769512275957,4.57333333333333e-07,"Kruskal-Wallis: ****","Biofilm",2
"588","C146","WW30","nitroimidazole",0.00246984593215,0.000100923076923077,"Kruskal-Wallis: ***","Biofilm",2
"589","C146","WW30","nucleoside",0,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"590","C146","WW30","oxazolidinone",0,0.00100666666666667,"Kruskal-Wallis: **","Biofilm",2
"591","C146","WW30","peptide",0.0113509814496,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"592","C146","WW30","phenicol",0.000840094047466,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"593","C146","WW30","pleuromutilin",6.16190986159e-05,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"594","C146","WW30","polymyxin_peptide_polymyxin",0,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"595","C146","WW30","rifamycin",0.0352007208619,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"596","C146","WW30","sulfonamide",0.00176365617946,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"597","C146","WW30","tetracenomycin_c",0,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
"598","C146","WW30","tetracycline",0.0101043269095,2.948e-08,"Kruskal-Wallis: ****","Biofilm",2
"599","C146","WW30","triclosan",0.000275373626918,3.2e-07,"Kruskal-Wallis: ****","Biofilm",2
"600","C146","WW30","unclassified",0.0171385503876,1.29e-05,"Kruskal-Wallis: ****","Biofilm",2
"601","C147","WW00","aminoglycoside",0.0231636661833,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"602","C147","WW00","aminoglycoside_aminocoumarin",0,0.0142285714285714,"Kruskal-Wallis: *","Biofilm",2
"603","C147","WW00","antibacterial_free_fatty_acids",0.000115398699283,0.00014375,"Kruskal-Wallis: ***","Biofilm",2
"604","C147","WW00","beta_lactam",0.00302806186918,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"605","C147","WW00","diaminopyrimidine",0.000410306486338,0.01232,"Kruskal-Wallis: *","Biofilm",2
"606","C147","WW00","fluoroquinolone",0.00190780471926,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"607","C147","WW00","fosfomycin",0.000166590603476,0.00507368421052632,"Kruskal-Wallis: **","Biofilm",2
"608","C147","WW00","fosmidomycin",0.011834840262,0.0185454545454545,"Kruskal-Wallis: *","Biofilm",2
"609","C147","WW00","glycopeptide",0.00401109961644,3.264e-07,"Kruskal-Wallis: ****","Biofilm",2
"610","C147","WW00","mls",0.02061074443,0.000416470588235294,"Kruskal-Wallis: ***","Biofilm",2
"611","C147","WW00","multidrug",0.634085484479,4.57333333333333e-07,"Kruskal-Wallis: ****","Biofilm",2
"612","C147","WW00","nitroimidazole",0.0027029468533,0.000100923076923077,"Kruskal-Wallis: ***","Biofilm",2
"613","C147","WW00","nucleoside",0,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"614","C147","WW00","oxazolidinone",0,0.00100666666666667,"Kruskal-Wallis: **","Biofilm",2
"615","C147","WW00","peptide",0.00433409666922,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"616","C147","WW00","phenicol",0.000279872213839,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"617","C147","WW00","pleuromutilin",0.000205153243169,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"618","C147","WW00","polymyxin_peptide_polymyxin",0,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"619","C147","WW00","rifamycin",0.0116613422433,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"620","C147","WW00","sulfonamide",0.00133095884968,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"621","C147","WW00","tetracenomycin_c",0,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
"622","C147","WW00","tetracycline",0.00238358975926,2.948e-08,"Kruskal-Wallis: ****","Biofilm",2
"623","C147","WW00","triclosan",0.00041371151942,3.2e-07,"Kruskal-Wallis: ****","Biofilm",2
"624","C147","WW00","unclassified",0.0191660956256,1.29e-05,"Kruskal-Wallis: ****","Biofilm",2
"625","C148","WW80UF","aminoglycoside",0.0115924169556,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"626","C148","WW80UF","aminoglycoside_aminocoumarin",0.000102076593371,0.0142285714285714,"Kruskal-Wallis: *","Biofilm",2
"627","C148","WW80UF","antibacterial_free_fatty_acids",8.0987852727e-05,0.00014375,"Kruskal-Wallis: ***","Biofilm",2
"628","C148","WW80UF","beta_lactam",0.00393924915664,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"629","C148","WW80UF","diaminopyrimidine",0.000996773572024,0.01232,"Kruskal-Wallis: *","Biofilm",2
"630","C148","WW80UF","fluoroquinolone",0.00206923171273,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"631","C148","WW80UF","fosfomycin",0.00011267875162,0.00507368421052632,"Kruskal-Wallis: **","Biofilm",2
"632","C148","WW80UF","fosmidomycin",0.01991115989,0.0185454545454545,"Kruskal-Wallis: *","Biofilm",2
"633","C148","WW80UF","glycopeptide",0.0014075130267,3.264e-07,"Kruskal-Wallis: ****","Biofilm",2
"634","C148","WW80UF","mls",0.0274314736253,0.000416470588235294,"Kruskal-Wallis: ***","Biofilm",2
"635","C148","WW80UF","multidrug",0.718762930433,4.57333333333333e-07,"Kruskal-Wallis: ****","Biofilm",2
"636","C148","WW80UF","nitroimidazole",0.00336642290923,0.000100923076923077,"Kruskal-Wallis: ***","Biofilm",2
"637","C148","WW80UF","nucleoside",0,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"638","C148","WW80UF","oxazolidinone",0,0.00100666666666667,"Kruskal-Wallis: **","Biofilm",2
"639","C148","WW80UF","peptide",0.00797521617782,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"640","C148","WW80UF","phenicol",0.00199690469713,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"641","C148","WW80UF","pleuromutilin",4.7992801616e-05,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"642","C148","WW80UF","polymyxin_peptide_polymyxin",0.00176166930403,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"643","C148","WW80UF","rifamycin",0.00859323742619,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"644","C148","WW80UF","sulfonamide",0.003186857696,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"645","C148","WW80UF","tetracenomycin_c",2.89027281107e-05,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
"646","C148","WW80UF","tetracycline",0.00212904985946,2.948e-08,"Kruskal-Wallis: ****","Biofilm",2
"647","C148","WW80UF","triclosan",0.000214478175498,3.2e-07,"Kruskal-Wallis: ****","Biofilm",2
"648","C148","WW80UF","unclassified",0.0266156889256,1.29e-05,"Kruskal-Wallis: ****","Biofilm",2
"649","C149","WW80UF","aminoglycoside",0.0181041646883,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"650","C149","WW80UF","aminoglycoside_aminocoumarin",0,0.0142285714285714,"Kruskal-Wallis: *","Biofilm",2
"651","C149","WW80UF","antibacterial_free_fatty_acids",4.03362465568e-05,0.00014375,"Kruskal-Wallis: ***","Biofilm",2
"652","C149","WW80UF","beta_lactam",0.00285952960206,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"653","C149","WW80UF","diaminopyrimidine",0.000397156889174,0.01232,"Kruskal-Wallis: *","Biofilm",2
"654","C149","WW80UF","fluoroquinolone",0.00145494656856,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"655","C149","WW80UF","fosfomycin",0.000116459538931,0.00507368421052632,"Kruskal-Wallis: **","Biofilm",2
"656","C149","WW80UF","fosmidomycin",0.0168491388544,0.0185454545454545,"Kruskal-Wallis: *","Biofilm",2
"657","C149","WW80UF","glycopeptide",0.000693025444197,3.264e-07,"Kruskal-Wallis: ****","Biofilm",2
"658","C149","WW80UF","mls",0.0319370875595,0.000416470588235294,"Kruskal-Wallis: ***","Biofilm",2
"659","C149","WW80UF","multidrug",0.555638165201,4.57333333333333e-07,"Kruskal-Wallis: ****","Biofilm",2
"660","C149","WW80UF","nitroimidazole",0.00236861093183,0.000100923076923077,"Kruskal-Wallis: ***","Biofilm",2
"661","C149","WW80UF","nucleoside",0,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"662","C149","WW80UF","oxazolidinone",0,0.00100666666666667,"Kruskal-Wallis: **","Biofilm",2
"663","C149","WW80UF","peptide",0.00393599176639,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"664","C149","WW80UF","phenicol",0.00149999886143,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"665","C149","WW80UF","pleuromutilin",0.00019122368738,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"666","C149","WW80UF","polymyxin_peptide_polymyxin",0.00159102729621,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"667","C149","WW80UF","rifamycin",0.0108695569669,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"668","C149","WW80UF","sulfonamide",0.00218927472478,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"669","C149","WW80UF","tetracenomycin_c",0,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
"670","C149","WW80UF","tetracycline",0.00159056964418,2.948e-08,"Kruskal-Wallis: ****","Biofilm",2
"671","C149","WW80UF","triclosan",9.15612926767e-05,3.2e-07,"Kruskal-Wallis: ****","Biofilm",2
"672","C149","WW80UF","unclassified",0.0147289165341,1.29e-05,"Kruskal-Wallis: ****","Biofilm",2
"673","C150","WW80","aminoglycoside",0.0333217212457,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"674","C150","WW80","aminoglycoside_aminocoumarin",0,0.0142285714285714,"Kruskal-Wallis: *","Biofilm",2
"675","C150","WW80","antibacterial_free_fatty_acids",0.000194612601329,0.00014375,"Kruskal-Wallis: ***","Biofilm",2
"676","C150","WW80","beta_lactam",0.0655537183424,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"677","C150","WW80","diaminopyrimidine",0.00223554988193,0.01232,"Kruskal-Wallis: *","Biofilm",2
"678","C150","WW80","fluoroquinolone",0.00896969860372,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"679","C150","WW80","fosfomycin",0.000716846416406,0.00507368421052632,"Kruskal-Wallis: **","Biofilm",2
"680","C150","WW80","fosmidomycin",0.0187739453848,0.0185454545454545,"Kruskal-Wallis: *","Biofilm",2
"681","C150","WW80","glycopeptide",0.00540561534251,3.264e-07,"Kruskal-Wallis: ****","Biofilm",2
"682","C150","WW80","mls",0.0223105397718,0.000416470588235294,"Kruskal-Wallis: ***","Biofilm",2
"683","C150","WW80","multidrug",1.29512296205,4.57333333333333e-07,"Kruskal-Wallis: ****","Biofilm",2
"684","C150","WW80","nitroimidazole",0.00355251593904,0.000100923076923077,"Kruskal-Wallis: ***","Biofilm",2
"685","C150","WW80","nucleoside",0,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"686","C150","WW80","oxazolidinone",0,0.00100666666666667,"Kruskal-Wallis: **","Biofilm",2
"687","C150","WW80","peptide",0.0228383823164,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"688","C150","WW80","phenicol",0.00162573221489,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"689","C150","WW80","pleuromutilin",0.000307535962594,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"690","C150","WW80","polymyxin_peptide_polymyxin",0,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"691","C150","WW80","rifamycin",0.0880604949733,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"692","C150","WW80","sulfonamide",0.00255265715948,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"693","C150","WW80","tetracenomycin_c",0,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
"694","C150","WW80","tetracycline",0.0210124510384,2.948e-08,"Kruskal-Wallis: ****","Biofilm",2
"695","C150","WW80","triclosan",0.000775220320647,3.2e-07,"Kruskal-Wallis: ****","Biofilm",2
"696","C150","WW80","unclassified",0.0304120992703,1.29e-05,"Kruskal-Wallis: ****","Biofilm",2
"697","C151","WW30","aminoglycoside",0.0444438785417,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"698","C151","WW30","aminoglycoside_aminocoumarin",5.48597502058e-05,0.0142285714285714,"Kruskal-Wallis: *","Biofilm",2
"699","C151","WW30","antibacterial_free_fatty_acids",0.00058759935572,0.00014375,"Kruskal-Wallis: ***","Biofilm",2
"700","C151","WW30","beta_lactam",0.0395196647384,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"701","C151","WW30","diaminopyrimidine",0.00739270300529,0.01232,"Kruskal-Wallis: *","Biofilm",2
"702","C151","WW30","fluoroquinolone",0.00652530426078,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"703","C151","WW30","fosfomycin",0.000377006102918,0.00507368421052632,"Kruskal-Wallis: **","Biofilm",2
"704","C151","WW30","fosmidomycin",0.0223192210563,0.0185454545454545,"Kruskal-Wallis: *","Biofilm",2
"705","C151","WW30","glycopeptide",0.00420652782618,3.264e-07,"Kruskal-Wallis: ****","Biofilm",2
"706","C151","WW30","mls",0.0292696740558,0.000416470588235294,"Kruskal-Wallis: ***","Biofilm",2
"707","C151","WW30","multidrug",1.23859071679,4.57333333333333e-07,"Kruskal-Wallis: ****","Biofilm",2
"708","C151","WW30","nitroimidazole",0.00456617872761,0.000100923076923077,"Kruskal-Wallis: ***","Biofilm",2
"709","C151","WW30","nucleoside",0,0.000139733333333333,"Kruskal-Wallis: ***","Biofilm",2
"710","C151","WW30","oxazolidinone",0,0.00100666666666667,"Kruskal-Wallis: **","Biofilm",2
"711","C151","WW30","peptide",0.0195708899368,1.72e-07,"Kruskal-Wallis: ****","Biofilm",2
"712","C151","WW30","phenicol",0.000791712816128,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"713","C151","WW30","pleuromutilin",0.000464276034149,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"714","C151","WW30","polymyxin_peptide_polymyxin",0,0.019304347826087,"Kruskal-Wallis: *","Biofilm",2
"715","C151","WW30","rifamycin",0.0362692437877,2.14e-06,"Kruskal-Wallis: ****","Biofilm",2
"716","C151","WW30","sulfonamide",0.00249783932764,2.20363636363636e-06,"Kruskal-Wallis: ****","Biofilm",2
"717","C151","WW30","tetracenomycin_c",0,0.0213333333333333,"Kruskal-Wallis: *","Biofilm",2
