#taxpath	A01.bins	A02.bins	A03.bins	A05.bins	A06.bins	A07.bins	A08.bins	A09.bins	A10.bins	A11.bins	A12.bins	A13.bins	A14.bins	A15.bins	A16.bins	A17.bins	A18.bins	A19.bins	A20.bins	C141.bins	C142.bins	C143.bins	C144.bins	C145.bins	C146.bins	C147.bins	C148.bins	C149.bins	C150.bins	C151.bins	C152.bins	C153.bins	C154.bins	C155.bins	C156.bins	C157.bins	C158.bins	C159.bins	C160.bins	C161.bins	C162.bins	C163.bins	C164.bins	C165.bins	C166.bins	C167.bins	C168.bins	C169.bins	C170.bins	C171.bins	C172.bins	C173.bins	C174.bins	C175.bins	C176.bins	C177.bins	C178.bins	C179.bins	C180.bins	C181.bins	C182.bins	C183.bins	C184.bins	C197.bins	C198.bins	C199.bins	C200.bins	C201.bins	C202.bins	C203.bins	C204.bins	C205.bins	C206.bins	C207.bins	C208.bins
root__Root;domain__Eukaryota;phylum__Ciliophora;class__Intramacronucleata;order__Armophorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	5	2	1	6	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Monoblepharidomycetes;order__Monoblepharidales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__unknown	1	0	2	0	0	0	0	5	0	3	2	0	0	0	0	0	0	0	0	31	52	2	1	12	16	1	56	95	22	17	0	2	3	6	78	0	3	1	5	0	0	0	0	0	0	0	0	0	1	1	0	11	2	7	13	5	4	8	5	3	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	2	0	0	1	10	5	0	2	3	0	0	1	4	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	9	11	23	3	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Spizellomycetales	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	2	2	2	5	2	6	2	2	2	1	1	1	8	9	8	0	10	1	2	0	0	0	0	2	3	0	0	0	0	0	0	97	45	9	83	16	10	84	19	24	14	7	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Rhizophydiales	15	11	29	66	13	51	6	75	48	23	55	1	16	22	9	0	1	0	0	1075	1064	1310	75	455	850	93	2574	2157	1112	442	57	152	787	241	2202	18	220	94	345	1	3	0	0	0	2	0	3	1	1	0	0	438	250	281	339	241	186	256	62	71	41	52	14	0	0	0	2	0	0	0	2	4	1	3	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Rhizophlyctidales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Polychytriales	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Lobulomycetales	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	23	30	22	7	14	17	6	1	8	9	1	5	12	9	0	30	0	32	0	0	0	0	0	0	0	0	0	0	0	0	18	11	13	14	7	12	20	7	5	5	13	0	0	0	0	0	0	0	0	6	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__IncertaeSedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	2	10	4	13	1	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Gromochytriales	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	59	4	6	6	0	4	12	6	60	0	2	3	5	3	10	0	8	5	5	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	9	1	1	7	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Cladochytriales	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	7	11	13	18	25	21	4	15	7	10	3	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Chytridiales	18	2	0	4	7	8	0	4	2	11	4	5	0	4	11	0	0	0	0	25	31	150	24	76	22	24	114	156	34	9	14	0	13	80	123	0	54	3	95	0	0	0	0	0	0	0	0	3	0	0	0	6	12	15	10	6	10	9	8	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__unknown;order__unknown	150	142	384	128	80	271	86	223	82	186	179	93	44	397	129	7	7	2	1	339	97	839	628	796	577	526	1242	1030	88	211	313	4	716	932	1145	30	1079	10	1285	0	2	3	5	4	3	2	1	1	0	1	1	11	3	7	23	17	32	28	0	7	5	0	1	0	0	0	4	0	0	0	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__uncultured;order__unknown	3	2	3	2	1	8	2	10	0	3	1	3	3	1	0	0	0	0	0	5	0	8	15	9	10	10	12	7	1	4	2	1	21	25	12	0	24	0	21	0	0	0	0	0	0	0	0	0	1	0	0	20	33	10	35	13	20	31	17	3	15	14	4	0	0	1	6	0	0	6	2	1	2	1	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Vampyrellidae;order__unknown	26	6	16	38	30	102	2	60	0	17	50	2	5	44	32	0	0	0	0	19	27	268	37	52	43	56	226	232	14	23	14	2	90	83	210	5	105	0	63	0	0	0	0	0	0	0	1	0	0	0	1	9	5	2	8	7	30	14	3	6	13	27	3	0	0	0	1	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Thecofilosea;order__unknown	10	5	0	15	7	26	6	14	6	3	14	1	4	4	11	10	9	3	9	18	12	10	20	27	19	19	15	12	19	18	3	4	23	35	33	1	18	0	23	1	1	0	0	4	1	5	3	7	7	12	0	76	72	9	33	16	37	26	5	12	25	13	1	4	2	0	14	7	0	4	1	0	2	5	1
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Thecofilosea;order__IncertaeSedis	0	1	0	0	0	1	1	8	0	0	1	1	0	12	0	0	0	0	0	2	1	44	21	38	7	39	67	68	0	1	24	0	33	96	51	0	88	0	67	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Thecofilosea;order__Ebriacea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Thecofilosea;order__Cryomonadida	16	22	10	22	15	10	26	9	17	3	17	28	8	5	9	66	59	61	72	44	53	10	5	7	44	3	7	0	106	45	0	28	11	12	12	4	4	9	8	176	183	160	162	274	237	170	201	186	190	189	35	39	15	21	54	48	101	81	15	32	24	23	8	24	28	1	106	131	0	67	51	44	23	57	28
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Phytomyxea;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	1	6	1	1	0	0	0	0	0	1	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	32	28	43	56	64	80	26	24	16	36	7	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelCladeGran-6;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelCladeGran-5;order__unknown	1	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	1	0	0	0	2	2	0	2	1	0	1	0	0	12	4	6	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelCladeGran-4;order__unknown	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	1	0	0	2	2	0	3	0	0	0	2	0	0	3	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelCladeGran-3;order__unknown	2	7	0	8	0	2	4	1	1	2	1	5	0	1	3	17	29	30	22	10	9	0	2	3	1	7	2	0	5	1	0	0	1	6	2	0	4	0	3	2	3	5	9	7	8	18	6	12	11	12	0	0	0	0	1	2	2	10	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelClade4;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelClade2;order__unknown	4	3	4	4	0	0	0	3	2	2	1	1	1	4	0	0	0	0	0	1	2	15	11	13	5	4	19	13	1	1	1	0	8	12	27	0	16	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelClade12;order__unknown	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelClade10;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	1	3	1	8	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Metromonadea;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__IncertaeSedis;order__unknown	6	7	12	8	3	0	7	1	5	11	15	0	3	3	11	15	13	18	12	7	19	10	2	3	8	3	6	13	8	10	0	1	18	5	15	0	5	1	10	1	4	3	4	8	13	14	13	21	11	11	0	5	6	8	9	12	13	15	3	8	8	5	1	1	0	0	0	0	0	9	3	2	1	4	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Imbricatea;order__unknown	38	69	24	17	13	18	33	21	32	19	27	32	5	22	33	0	0	0	0	183	114	32	39	44	177	39	48	31	267	115	16	57	34	39	39	18	45	29	63	3	5	5	12	32	44	46	16	52	61	39	10	19	7	19	49	36	34	44	4	11	14	11	3	0	1	1	61	107	33	72	9	83	80	102	109
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Imbricatea;order__Spongomonadida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Imbricatea;order__NovelClade3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Imbricatea;order__Marimonadida	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	3	0	1	0	0	0	2	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Granofilosea;order__unknown	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Glissomonadida;order__unknown	11	0	10	15	6	10	0	5	7	3	13	1	1	4	10	0	1	0	1	71	31	47	21	29	66	38	30	9	21	24	6	0	20	28	31	0	36	5	34	0	0	0	0	0	0	0	2	1	6	3	0	126	53	77	272	128	139	218	42	63	72	43	9	99	66	41	296	177	9	161	14	23	58	45	94
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Clathrulinidae;order__unknown	0	0	1	2	0	1	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Chlorarachniophyta;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Cercomonadidae;order__unknown	41	21	86	28	48	48	19	28	20	29	39	8	22	53	46	2	6	1	3	22	13	63	30	46	18	44	82	58	18	20	10	4	187	57	59	0	47	1	63	9	5	8	11	10	11	5	7	10	10	8	0	42	41	59	97	130	188	185	57	91	81	83	20	27	53	4	72	177	44	457	133	256	132	195	197
root__Root;domain__Eukaryota;phylum__Centrohelida;class__unknown;order__unknown	2	2	1	3	1	8	0	4	0	1	6	0	0	5	3	0	0	0	0	11	2	29	28	35	9	26	31	28	1	4	7	0	13	23	23	0	26	0	17	0	0	0	0	0	0	0	0	0	0	0	0	8	2	8	13	28	32	51	21	23	60	27	4	2	0	0	0	0	0	5	0	0	2	0	2
root__Root;domain__Eukaryota;phylum__Cavosteliida;class__unknown;order__unknown	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Breviatea;class__unknown;order__unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
root__Root;domain__Eukaryota;phylum__Blastocladiomycota;class__Blastocladiomycetes;order__Blastocladiales	50	87	8	16	25	14	29	2	26	31	21	35	3	14	19	1	4	13	32	6	1	318	49	123	32	77	177	192	6	8	23	0	52	86	217	1	89	0	94	0	0	0	0	0	0	0	0	0	0	0	0	5	1	5	2	3	3	4	0	1	4	1	0	0	0	0	0	1	0	0	1	0	1	0	0
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__unknown;order__unknown	5	8	5	6	2	2	16	6	4	5	5	9	3	2	2	0	2	6	9	28	45	1	10	8	16	11	2	0	15	8	7	4	8	10	5	3	15	0	7	3	0	0	2	2	3	2	7	8	6	12	0	7	5	2	13	9	9	8	3	10	5	1	0	0	0	0	1	2	0	3	5	8	4	5	6
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__uncultured;order__unknown	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__P34.6;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__LG08-10;order__unknown	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__K4;order__unknown	2	0	0	1	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__CH1-2B-3;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	1	5	0	3	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__unknown;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Wallemiomycetes;order__Wallemiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Trichosporonales	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	0	2	1	2	2	0	0	2	3	0	1	4	1	1	0	0	0	0	1	1	3	1	3	7	2	5	5	3	6	0	2	1	4	0	1	0	1	0	0	0	2	0	16	38	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	2	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	1	0	0	1	10	3	4	4	2	1	6	7	7	0	5	0	9	1	0	7	12	6	44	5	97	32	14	4
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Holtermanniales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Filobasidiales	2	0	4	7	2	2	0	3	0	4	4	0	4	2	4	0	0	0	0	0	0	5	3	2	1	2	2	4	0	0	1	0	0	2	5	0	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	5	2	0	0	1	1	1	2	1	1	0	0	15	5	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Cystofilobasidiales	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	3	3	2	4	9	8	12	3	7	0	0	3	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Pucciniomycetes;order__Pucciniales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Mixiomycetes;order__Mixiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Microbotryomycetes;order__Microbotryales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Microbotryomycetes;order__Leucosporidiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	4	9	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Microbotryomycetes;order__Kriegeriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	4	5	0	6	12	16	1	0	1	1	1	11	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Microbotryomycetes;order__IncertaeSedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	1	2	1	5	0	11	5	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Malasseziomycetes;order__Malasseziales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__Tilletiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__Robbauerales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
